,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,consumption-for-eg,consumption-for-eg-units,consumption-for-eg-btu,consumption-for-eg-btu-units,consumption-uto,consumption-uto-units,consumption-uto-btu,consumption-uto-btu-units,cost,cost-units,cost-per-btu,cost-per-btu-units,generation,generation-units,heat-content,heat-content-units,receipts,receipts-units,receipts-btu,receipts-btu-units,stocks,stocks-units,total-consumption,total-consumption-units,total-consumption-btu,total-consumption-btu-units
637,2023-11,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.08681,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,25.44243,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.08681,million MMBtu
638,2023-11,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
639,2023-11,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.64257,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,58.66173,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.64257,million MMBtu
640,2023-12,CT,Connecticut,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,6.1208,Btu per barrels,0.536,thousand barrels,3.12488,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
641,2023-12,CT,Connecticut,99,All Sectors,NUC,nuclear,0.0,thousand physical units,13.05485,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,1249.507,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,13.05485,million MMBtu
642,2023-12,CT,Connecticut,99,All Sectors,NGO,natural gas & other gases,14441.215,thousand Mcf,14.89283,million MMBtu,669.226,thousand Mcf,0.69008,million MMBtu,,dollars per Mcf,,dollars per million Btu,2115.45908,thousand megawatthours,1.0313,Btu per Mcf,13802.831,thousand Mcf,14232.56858,billion Btu,,thousand Mcf,15110.441,thousand Mcf,15.58291,million MMBtu
643,2023-12,CT,Connecticut,99,All Sectors,HYC,conventional hydroelectric,0.0,thousand physical units,0.09876,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,28.94509,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09876,million MMBtu
644,2023-12,CT,Connecticut,99,All Sectors,COW,all coal products,0.0,thousand short tons,0.0,million MMBtu,0.0,thousand short tons,0.0,million MMBtu,0.0,dollars per short tons,,dollars per million Btu,0.0,thousand megawatthours,0.0,Btu per short tons,,thousand short tons,,billion Btu,,thousand short tons,0.0,thousand short tons,0.0,million MMBtu
645,2023-12,CT,Connecticut,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.64348,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,51.01451,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.64348,million MMBtu
646,2023-12,CT,Connecticut,99,All Sectors,ALL,all fuels,0.0,thousand physical units,29.53133,million MMBtu,0.0,thousand physical units,0.69008,million MMBtu,,dollars per physical units,,dollars per million Btu,3498.146,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,30.22141,million MMBtu
647,2023-12,CT,Connecticut,99,All Sectors,REN,renewable,90.488,thousand physical units,0.74224,million MMBtu,0.0,thousand physical units,0.0,million MMBtu,,dollars per physical units,,dollars per million Btu,79.9596,thousand megawatthours,6.3701,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,90.488,thousand physical units,0.74224,million MMBtu
648,2023-01,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.13182,million MMBtu,0.0,thousand physical units,0.0602,million MMBtu,,dollars per physical units,,dollars per million Btu,13.07324,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.19202,million MMBtu
649,2023-01,DC,District of Columbia,99,All Sectors,REN,renewable,92.691,thousand physical units,0.05557,million MMBtu,76.213,thousand physical units,0.04192,million MMBtu,,dollars per physical units,,dollars per million Btu,6.495,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,168.904,thousand physical units,0.09748,million MMBtu
650,2023-01,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.781,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
651,2023-01,DC,District of Columbia,99,All Sectors,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu,,thousand Mcf,,million MMBtu,,dollars per Mcf,,dollars per million Btu,6.57805,thousand megawatthours,1.0,Btu per Mcf,,thousand Mcf,,billion Btu,,thousand Mcf,,thousand Mcf,,million MMBtu
652,2023-01,DC,District of Columbia,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.05557,million MMBtu,0.0,thousand physical units,0.04192,million MMBtu,,dollars per physical units,,dollars per million Btu,6.495,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09748,million MMBtu
653,2023-02,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.13142,million MMBtu,0.0,thousand physical units,0.06882,million MMBtu,,dollars per physical units,,dollars per million Btu,13.00779,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.20024,million MMBtu
654,2023-02,DC,District of Columbia,99,All Sectors,REN,renewable,80.251,thousand physical units,0.04919,million MMBtu,71.606,thousand physical units,0.03938,million MMBtu,,dollars per physical units,,dollars per million Btu,5.91199,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,151.857,thousand physical units,0.08857,million MMBtu
655,2023-02,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.795,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
656,2023-02,DC,District of Columbia,99,All Sectors,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu,,thousand Mcf,,million MMBtu,,dollars per Mcf,,dollars per million Btu,7.09543,thousand megawatthours,1.019,Btu per Mcf,,thousand Mcf,,billion Btu,,thousand Mcf,,thousand Mcf,,million MMBtu
657,2023-02,DC,District of Columbia,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.04919,million MMBtu,0.0,thousand physical units,0.03938,million MMBtu,,dollars per physical units,,dollars per million Btu,5.91199,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.08857,million MMBtu
658,2023-03,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.16894,million MMBtu,0.0,thousand physical units,0.0765,million MMBtu,,dollars per physical units,,dollars per million Btu,16.83274,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.24543,million MMBtu
659,2023-03,DC,District of Columbia,99,All Sectors,REN,renewable,99.031,thousand physical units,0.06168,million MMBtu,79.683,thousand physical units,0.04383,million MMBtu,,dollars per physical units,,dollars per million Btu,7.5884,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,178.714,thousand physical units,0.10551,million MMBtu
660,2023-03,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.78,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
661,2023-03,DC,District of Columbia,99,All Sectors,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu,,thousand Mcf,,million MMBtu,,dollars per Mcf,,dollars per million Btu,,thousand megawatthours,1.02,Btu per Mcf,,thousand Mcf,,billion Btu,,thousand Mcf,,thousand Mcf,,million MMBtu
662,2023-03,DC,District of Columbia,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.06168,million MMBtu,0.0,thousand physical units,0.04383,million MMBtu,,dollars per physical units,,dollars per million Btu,7.5884,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.10551,million MMBtu
663,2023-04,DC,District of Columbia,99,All Sectors,NGO,natural gas & other gases,111.146,thousand Mcf,0.11337,million MMBtu,56.336,thousand Mcf,0.05746,million MMBtu,,dollars per Mcf,,dollars per million Btu,,thousand megawatthours,1.02,Btu per Mcf,,thousand Mcf,,billion Btu,,thousand Mcf,167.482,thousand Mcf,0.17083,million MMBtu
664,2023-04,DC,District of Columbia,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.05856,million MMBtu,0.0,thousand physical units,0.03651,million MMBtu,,dollars per physical units,,dollars per million Btu,7.29799,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09507,million MMBtu
665,2023-04,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.17193,million MMBtu,0.0,thousand physical units,0.09398,million MMBtu,,dollars per physical units,,dollars per million Btu,17.06705,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.2659,million MMBtu
666,2023-04,DC,District of Columbia,99,All Sectors,REN,renewable,92.856,thousand physical units,0.05856,million MMBtu,66.383,thousand physical units,0.03651,million MMBtu,,dollars per physical units,,dollars per million Btu,7.29799,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,159.239,thousand physical units,0.09507,million MMBtu
667,2023-04,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.771,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
668,2023-05,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.17645,million MMBtu,0.0,thousand physical units,0.0847,million MMBtu,,dollars per physical units,,dollars per million Btu,17.7483,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.26115,million MMBtu
669,2023-05,DC,District of Columbia,99,All Sectors,REN,renewable,96.302,thousand physical units,0.06193,million MMBtu,61.676,thousand physical units,0.03392,million MMBtu,,dollars per physical units,,dollars per million Btu,7.87949,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,157.978,thousand physical units,0.09585,million MMBtu
670,2023-05,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.758,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
671,2023-05,DC,District of Columbia,99,All Sectors,NGO,natural gas & other gases,,thousand Mcf,,million MMBtu,,thousand Mcf,,million MMBtu,,dollars per Mcf,,dollars per million Btu,,thousand megawatthours,1.02,Btu per Mcf,,thousand Mcf,,billion Btu,,thousand Mcf,,thousand Mcf,,million MMBtu
672,2023-05,DC,District of Columbia,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.06193,million MMBtu,0.0,thousand physical units,0.03392,million MMBtu,,dollars per physical units,,dollars per million Btu,7.87949,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09585,million MMBtu
673,2023-06,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.1729,million MMBtu,0.0,thousand physical units,0.06909,million MMBtu,,dollars per physical units,,dollars per million Btu,17.37314,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.24199,million MMBtu
674,2023-06,DC,District of Columbia,99,All Sectors,REN,renewable,94.991,thousand physical units,0.06102,million MMBtu,60.708,thousand physical units,0.03339,million MMBtu,,dollars per physical units,,dollars per million Btu,7.73204,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,155.699,thousand physical units,0.09441,million MMBtu
675,2023-06,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.783,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
676,2023-06,DC,District of Columbia,99,All Sectors,NGO,natural gas & other gases,109.683,thousand Mcf,0.11188,million MMBtu,34.995,thousand Mcf,0.0357,million MMBtu,,dollars per Mcf,,dollars per million Btu,9.64076,thousand megawatthours,1.02,Btu per Mcf,,thousand Mcf,,billion Btu,,thousand Mcf,144.678,thousand Mcf,0.14757,million MMBtu
677,2023-06,DC,District of Columbia,99,All Sectors,AOR,all renewables,0.0,thousand physical units,0.06102,million MMBtu,0.0,thousand physical units,0.03339,million MMBtu,,dollars per physical units,,dollars per million Btu,7.73204,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.09441,million MMBtu
678,2023-07,DC,District of Columbia,99,All Sectors,ALL,all fuels,0.0,thousand physical units,0.18509,million MMBtu,0.0,thousand physical units,0.06608,million MMBtu,,dollars per physical units,,dollars per million Btu,18.46411,thousand megawatthours,0.0,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,0.0,thousand physical units,0.25117,million MMBtu
679,2023-07,DC,District of Columbia,99,All Sectors,REN,renewable,84.876,thousand physical units,0.05617,million MMBtu,55.773,thousand physical units,0.03068,million MMBtu,,dollars per physical units,,dollars per million Btu,7.35262,thousand megawatthours,0.55,Btu per physical units,,thousand physical units,,billion Btu,,thousand physical units,140.649,thousand physical units,0.08685,million MMBtu
680,2023-07,DC,District of Columbia,99,All Sectors,PET,petroleum,,thousand barrels,,million MMBtu,,thousand barrels,,million MMBtu,,dollars per barrels,,dollars per million Btu,,thousand megawatthours,5.79,Btu per barrels,,thousand barrels,,billion Btu,,thousand barrels,,thousand barrels,,million MMBtu
